date,label,daily_pnl_usd,tp_hit,sl_hit,trades_count,anchor_price_10am,atr14_m5,atr_ratio_20d,morning_range_pts,morning_trend_pts,directional_intensity,range_to_atr_ratio,trend_to_atr_ratio,morning_vol_std,day_of_week
2023-01-18,skip,-40.59,False,False,3,1904.015,1.727,1.544,9.78,3.562,0.364,5.663,2.063,0.385,2
2023-01-19,trade,10.06,True,False,1,1906.998,1.006,0.914,8.6,2.251,0.262,8.545,2.237,0.183,3
2023-01-20,skip,-174.69,False,False,7,1929.585,0.838,0.764,5.46,2.152,0.394,6.517,2.568,0.2,4
2023-01-23,trade,8.52,True,False,1,1931.767,0.852,0.78,11.837,5.639,0.476,13.9,6.622,0.151,0
2023-01-24,trade,8.06,True,False,1,1934.595,0.806,0.744,6.588,3.998,0.607,8.174,4.961,0.125,1
2023-01-25,skip,-201.61,False,False,7,1935.145,0.992,0.903,4.993,2.252,0.451,5.035,2.271,0.144,2
2023-01-26,trade,22.56,False,False,3,1945.135,0.891,0.814,6.67,1.562,0.234,7.485,1.753,0.149,3
2023-01-27,trade,28.16,True,False,2,1925.665,0.939,0.85,9.1,2.732,0.3,9.693,2.91,0.145,4
2023-01-30,trade,28.38,True,False,2,1926.277,0.946,0.848,6.29,0.831,0.132,6.65,0.879,0.202,0
2023-01-31,skip,-136.52,False,False,8,1925.368,0.779,0.733,6.3,3.161,0.502,8.085,4.057,0.155,1
2023-02-01,trade,56.45,False,False,4,1925.178,0.753,0.714,4.247,2.36,0.556,5.644,3.136,0.137,2
2023-02-02,trade,8.67,True,False,1,1952.165,0.866,0.831,6.951,1.777,0.256,8.022,2.051,0.185,3
2023-02-03,trade,8.18,True,False,1,1916.325,0.818,0.794,7.187,4.718,0.656,8.789,5.77,0.144,4
2023-02-06,skip,-75.27,False,False,4,1873.405,1.187,1.157,16.368,8.897,0.544,13.786,7.494,0.266,0
2023-02-07,trade,9.21,True,False,1,1874.315,0.922,0.908,8.408,7.378,0.877,9.124,8.007,0.162,1
2023-02-08,trade,8.91,True,False,1,1876.825,0.891,0.879,6.99,4.728,0.676,7.841,5.304,0.159,2
2023-02-09,trade,0.0,False,False,0,1879.135,0.912,0.908,8.387,4.408,0.526,9.197,4.834,0.167,3
2023-02-10,skip,-122.88,False,False,6,1859.915,1.075,1.067,6.42,1.722,0.268,5.973,1.602,0.207,4
2023-02-13,skip,-58.31,False,False,3,1861.455,1.058,1.074,7.133,2.462,0.345,6.741,2.327,0.183,0
2023-02-14,trade,8.72,True,False,1,1857.515,0.872,0.912,5.568,4.508,0.81,6.384,5.169,0.145,1
2023-02-15,trade,14.61,True,False,1,1852.025,1.461,1.549,9.063,1.992,0.22,6.204,1.364,0.215,2
2023-02-16,skip,-20.58,False,False,3,1842.125,0.827,0.885,8.1,6.528,0.806,9.795,7.894,0.199,3
2023-02-17,trade,14.96,False,False,4,1829.335,1.294,1.352,10.872,6.923,0.637,8.404,5.352,0.209,4
2023-02-20,trade,20.48,False,False,2,1842.235,0.956,0.994,5.93,1.828,0.308,6.203,1.912,0.186,0
2023-02-21,trade,-0.66,False,False,4,1841.345,0.993,1.022,3.83,0.041,0.011,3.855,0.041,0.174,1
2023-02-22,trade,9.26,True,False,1,1835.875,0.926,0.957,4.131,1.451,0.351,4.46,1.567,0.19,2
2023-02-23,trade,28.73,True,False,2,1829.575,0.958,0.986,6.75,4.421,0.655,7.048,4.616,0.158,3
2023-02-24,trade,27.8,True,False,2,1824.825,0.927,0.954,6.271,3.381,0.539,6.766,3.648,0.181,4
2023-02-27,trade,22.35,False,False,6,1811.675,0.772,0.802,4.041,0.917,0.227,5.233,1.188,0.122,0
2023-02-28,skip,-49.68,False,False,4,1817.688,0.868,0.898,4.023,1.054,0.262,4.633,1.214,0.122,1
2023-03-01,skip,-26.35,False,False,4,1827.625,0.837,0.861,6.487,1.521,0.234,7.755,1.818,0.174,2
2023-03-02,trade,9.59,True,False,1,1834.405,0.959,0.983,7.409,1.903,0.257,7.726,1.985,0.181,3
2023-03-03,trade,8.91,True,False,1,1838.515,0.891,0.909,6.031,2.861,0.474,6.772,3.212,0.177,4
2023-03-06,trade,44.58,False,False,3,1853.648,0.896,0.929,4.646,0.996,0.214,5.183,1.111,0.162,0
2023-03-07,trade,-8.88,False,False,3,1849.065,0.851,0.885,6.35,2.817,0.444,7.466,3.312,0.146,1
2023-03-08,trade,24.32,True,False,2,1810.905,0.811,0.847,3.78,2.063,0.546,4.662,2.544,0.16,2
2023-03-09,trade,7.74,True,False,1,1813.005,0.774,0.815,4.54,0.197,0.043,5.865,0.254,0.13,3
2023-03-10,trade,12.84,True,False,1,1829.375,1.284,1.337,6.791,1.059,0.156,5.287,0.825,0.208,4
2023-03-13,skip,-36.17,False,False,2,1886.748,2.316,2.263,17.17,2.97,0.173,7.413,1.282,0.299,0
2023-03-14,trade,33.51,True,False,2,1904.335,1.117,1.078,10.059,5.589,0.556,9.004,5.003,0.2,1
2023-03-15,skip,-27.59,False,False,3,1904.455,0.925,0.917,5.713,0.357,0.062,6.175,0.386,0.16,2
2023-03-16,trade,27.03,False,False,3,1911.335,1.16,1.131,16.83,8.729,0.519,14.509,7.525,0.33,3
2023-03-17,trade,12.85,True,False,1,1927.325,1.285,1.253,10.6,7.467,0.704,8.25,5.812,0.183,4
2023-03-20,trade,12.11,True,False,1,1974.778,1.211,1.167,11.46,2.426,0.212,9.463,2.003,0.241,0
2023-03-21,trade,9.73,True,False,1,1983.124,0.973,0.939,9.103,5.01,0.55,9.352,5.147,0.187,1
2023-03-22,trade,14.74,True,False,1,1939.385,1.474,1.385,7.567,1.459,0.193,5.133,0.99,0.208,2
2023-03-23,trade,13.24,True,False,1,1975.205,1.324,1.223,10.611,9.751,0.919,8.014,7.364,0.213,3
2023-03-24,trade,10.92,True,False,1,1991.578,1.092,1.001,5.13,0.156,0.03,4.697,0.143,0.178,4
2023-03-27,skip,-30.76,False,False,3,1976.765,1.148,1.034,6.59,3.141,0.477,5.741,2.737,0.213,0
2023-03-28,trade,9.59,True,False,1,1960.165,0.959,0.861,7.011,3.161,0.451,7.309,3.295,0.156,1
2023-03-29,trade,25.62,True,False,2,1968.285,0.854,0.766,6.88,4.449,0.647,8.057,5.21,0.147,2
2023-03-30,trade,8.87,True,False,1,1958.305,0.887,0.798,8.96,5.829,0.651,10.106,6.575,0.2,3
2023-03-31,trade,0.63,False,False,1,1981.565,0.963,0.863,5.98,2.617,0.438,6.212,2.718,0.178,4
2023-04-03,trade,14.54,True,False,1,1952.475,1.454,1.272,12.47,9.919,0.795,8.575,6.821,0.254,0
2023-04-04,trade,19.74,False,False,3,1980.705,0.944,0.822,7.71,3.093,0.401,8.167,3.276,0.168,1
2023-04-05,trade,9.64,False,False,2,2023.875,0.973,0.841,6.037,3.461,0.573,6.207,3.558,0.137,2
2023-04-06,trade,-15.65,False,False,2,2010.915,1.178,1.002,13.033,9.239,0.709,11.06,7.841,0.195,3
2023-04-10,trade,14.35,True,False,1,1991.025,1.435,1.212,17.077,14.359,0.841,11.904,10.009,0.231,0
2023-04-11,trade,13.21,True,False,1,1997.705,1.321,1.165,9.3,6.551,0.704,7.042,4.961,0.184,1
2023-04-12,skip,-70.16,False,False,3,2014.805,1.71,1.47,15.99,11.107,0.695,9.35,6.495,0.243,2
2023-04-13,trade,31.46,True,False,2,2017.745,1.049,0.897,4.807,2.811,0.585,4.584,2.681,0.198,3
2023-04-14,trade,31.41,True,False,2,2045.965,1.047,0.899,8.79,6.081,0.692,8.396,5.808,0.161,4
2023-04-17,trade,11.39,True,False,1,2003.945,1.139,0.984,10.903,2.897,0.266,9.577,2.545,0.26,0
2023-04-18,trade,11.36,True,False,1,2000.295,1.136,0.985,7.607,5.877,0.773,6.698,5.174,0.158,1
2023-04-19,trade,11.97,True,False,1,2004.085,1.197,1.028,6.191,1.233,0.199,5.172,1.03,0.206,2
2023-04-20,trade,12.68,True,False,1,1991.705,1.268,1.099,7.221,2.529,0.35,5.694,1.994,0.219,3
2023-04-21,trade,9.68,True,False,1,2002.925,0.968,0.852,5.15,1.563,0.303,5.319,1.614,0.164,4
2023-04-24,trade,7.44,False,False,1,1980.155,1.314,1.145,6.973,3.669,0.526,5.308,2.793,0.199,0
2023-04-25,trade,10.14,True,False,1,1994.595,1.014,0.889,9.3,2.187,0.235,9.168,2.156,0.212,1
2023-04-26,trade,-0.19,False,False,4,1998.465,1.194,1.036,6.817,1.051,0.154,5.709,0.88,0.191,2
2023-04-27,trade,14.22,True,False,1,1998.635,1.422,1.204,9.417,8.637,0.917,6.623,6.074,0.19,3
2023-04-28,trade,51.21,True,False,3,1990.405,0.853,0.724,6.57,3.807,0.579,7.698,4.46,0.209,4
2023-05-01,trade,26.39,True,False,2,1982.585,0.88,0.749,8.189,6.349,0.775,9.309,7.218,0.129,0
2023-05-02,trade,9.1,True,False,1,1982.675,0.91,0.793,4.52,0.181,0.04,4.965,0.199,0.144,1
2023-05-03,trade,60.06,True,False,4,2016.965,0.601,0.531,4.56,1.491,0.327,7.593,2.483,0.111,2
2023-05-04,trade,53.71,True,False,2,2043.445,1.79,1.528,18.68,13.009,0.696,10.434,7.266,0.321,3
2023-05-05,trade,11.46,True,False,1,2046.795,1.146,0.98,7.53,2.089,0.277,6.572,1.823,0.17,4
2023-05-08,skip,-49.87,False,False,4,2020.104,0.985,0.859,6.671,5.61,0.841,6.771,5.694,0.159,0
2023-05-09,trade,23.96,True,False,2,2023.755,0.799,0.712,5.091,1.721,0.338,6.375,2.155,0.126,1
2023-05-10,trade,8.04,True,False,1,2031.214,0.804,0.748,7.73,4.69,0.607,9.612,5.832,0.116,2
2023-05-11,trade,8.41,True,False,1,2032.094,0.841,0.79,5.621,1.39,0.247,6.68,1.652,0.146,3
2023-05-12,trade,12.16,True,False,1,2010.704,1.216,1.133,8.781,5.1,0.581,7.22,4.193,0.199,4
2023-05-15,trade,1.99,False,False,1,2013.404,0.899,0.847,10.149,2.5,0.246,11.287,2.78,0.179,0
2023-05-16,trade,8.78,True,False,1,2016.934,0.878,0.837,4.591,1.19,0.259,5.228,1.355,0.129,1
2023-05-17,trade,-4.16,False,False,2,1992.754,0.794,0.772,4.211,2.92,0.693,5.303,3.677,0.141,2
2023-05-18,skip,-144.98,False,False,7,1984.105,0.685,0.685,4.049,1.321,0.326,5.913,1.929,0.134,3
2023-05-19,trade,11.66,True,False,1,1962.745,1.166,1.155,9.3,4.371,0.47,7.976,3.749,0.19,4
2023-05-22,trade,12.4,True,False,1,1978.075,1.24,1.232,6.03,1.949,0.323,4.864,1.572,0.204,0
2023-05-23,trade,55.84,True,False,3,1963.675,0.931,0.929,11.52,7.429,0.645,12.378,7.982,0.229,1
2023-05-24,skip,-85.02,False,False,6,1973.155,0.847,0.86,4.483,3.573,0.797,5.295,4.221,0.14,2
2023-05-25,trade,8.97,True,False,1,1957.525,0.897,0.937,5.983,3.333,0.557,6.667,3.714,0.195,3
2023-05-26,trade,9.44,True,False,1,1945.855,0.944,0.981,12.12,3.811,0.314,12.838,4.037,0.159,4
2023-05-29,trade,1.05,False,False,1,1945.005,0.845,0.879,5.99,1.161,0.194,7.089,1.374,0.164,0
2023-05-30,skip,-233.5,False,False,8,1945.285,0.88,0.918,5.56,2.451,0.441,6.316,2.784,0.171,1
2023-05-31,skip,-52.25,False,False,3,1955.988,1.058,1.077,6.847,2.406,0.351,6.474,2.275,0.177,2
2023-06-01,trade,10.8,True,False,1,1964.345,1.08,1.141,5.41,1.833,0.339,5.008,1.697,0.187,3
2023-06-02,trade,54.69,True,False,3,1980.355,0.911,0.975,6.73,3.221,0.479,7.384,3.534,0.161,4
2023-06-05,trade,10.32,True,False,1,1944.795,1.032,1.101,5.89,3.993,0.678,5.705,3.868,0.164,0
2023-06-06,trade,12.01,True,False,1,1961.005,1.201,1.255,5.65,1.199,0.212,4.703,0.998,0.157,1
2023-06-07,trade,4.25,False,False,1,1964.455,0.876,0.911,4.09,0.951,0.233,4.67,1.086,0.145,2
2023-06-08,trade,8.8,True,False,1,1946.215,0.88,0.913,5.32,4.121,0.775,6.048,4.685,0.136,3
2023-06-09,trade,6.27,True,False,1,1964.115,0.627,0.672,3.067,1.773,0.578,4.892,2.828,0.129,4
2023-06-12,trade,6.68,True,False,1,1955.935,0.668,0.725,6.32,2.839,0.449,9.455,4.247,0.15,0
2023-06-13,trade,0.59,False,False,4,1958.935,0.758,0.827,4.97,0.807,0.162,6.557,1.065,0.145,1
2023-06-14,trade,6.22,True,False,1,1947.435,0.622,0.685,5.881,3.537,0.601,9.459,5.689,0.133,2
2023-06-15,trade,11.47,True,False,1,1935.078,1.147,1.232,12.95,8.77,0.677,11.295,7.649,0.207,3
2023-06-16,trade,32.18,True,False,2,1955.345,1.073,1.159,6.81,2.969,0.436,6.349,2.768,0.183,4
2023-06-19,trade,21.09,True,False,2,1955.385,0.703,0.782,4.423,2.509,0.567,6.292,3.569,0.137,0
2023-06-20,trade,12.01,True,False,1,1949.895,1.201,1.316,7.89,2.113,0.268,6.57,1.759,0.196,1
2023-06-21,trade,-0.12,False,False,1,1937.115,0.958,1.043,4.04,0.731,0.181,4.219,0.763,0.161,2
2023-06-22,trade,5.44,True,False,1,1933.174,0.544,0.604,3.461,0.22,0.064,6.367,0.405,0.112,3
2023-06-23,skip,-207.69,False,False,8,1910.365,0.799,0.894,5.89,3.149,0.535,7.375,3.943,0.14,4
2023-06-26,trade,34.11,True,False,2,1924.435,1.137,1.253,4.701,0.193,0.041,4.135,0.17,0.181,0
2023-06-27,trade,7.55,True,False,1,1928.735,0.755,0.837,9.43,4.277,0.454,12.491,5.665,0.143,1
2023-06-28,trade,23.05,True,False,2,1915.085,0.768,0.866,3.83,0.341,0.089,4.984,0.444,0.143,2
2023-06-29,trade,9.76,True,False,1,1904.495,0.976,1.107,8.72,5.213,0.598,8.934,5.341,0.141,3
2023-06-30,trade,8.31,True,False,1,1907.745,0.831,0.947,2.647,0.263,0.099,3.184,0.316,0.146,4
2023-07-03,skip,-156.89,False,False,8,1914.765,0.628,0.733,4.696,4.409,0.939,7.473,7.016,0.134,0
2023-07-04,skip,-60.03,False,False,6,1921.388,0.49,0.597,3.431,0.39,0.114,6.996,0.795,0.134,1
2023-07-05,trade,6.17,True,False,1,1924.615,0.617,0.763,3.93,1.383,0.352,6.369,2.241,0.109,2
2023-07-06,trade,6.66,False,False,2,1918.605,0.709,0.885,4.257,2.561,0.602,6.007,3.614,0.124,3
2023-07-07,trade,16.01,True,False,2,1910.755,0.534,0.671,2.84,0.009,0.003,5.32,0.017,0.097,4
2023-07-10,skip,-87.47,False,False,5,1924.878,0.681,0.855,4.11,1.046,0.255,6.033,1.535,0.158,0
2023-07-11,trade,7.57,True,False,1,1927.705,0.757,0.95,3.58,2.807,0.784,4.731,3.709,0.128,1
2023-07-12,trade,2.64,False,False,2,1939.914,0.954,1.173,8.127,6.73,0.828,8.52,7.055,0.142,2
2023-07-13,trade,8.44,True,False,1,1959.958,0.845,1.058,5.41,2.504,0.463,6.406,2.965,0.148,3
2023-07-14,trade,8.76,True,False,1,1961.485,0.876,1.112,5.337,1.751,0.328,6.09,1.998,0.132,4
2023-07-17,trade,47.61,True,False,3,1953.455,0.793,1.001,4.671,0.521,0.112,5.887,0.657,0.132,0
2023-07-18,trade,9.21,True,False,1,1958.895,0.921,1.182,4.88,4.111,0.842,5.3,4.465,0.153,1
2023-07-19,trade,7.68,True,False,1,1976.285,0.768,0.999,4.583,2.323,0.507,5.965,3.023,0.133,2
2023-07-20,trade,9.07,True,False,1,1986.425,0.907,1.152,9.71,9.18,0.945,10.707,10.123,0.167,3
2023-07-21,trade,7.92,True,False,1,1970.825,0.792,1.006,3.32,0.37,0.111,4.193,0.467,0.112,4
2023-07-24,trade,7.22,True,False,1,1960.545,0.722,0.942,3.54,1.199,0.339,4.905,1.661,0.15,0
2023-07-25,trade,7.82,True,False,1,1962.025,0.782,1.019,10.22,7.25,0.709,13.07,9.272,0.138,1
2023-07-26,trade,7.17,True,False,1,1963.935,0.717,0.937,4.0,0.46,0.115,5.579,0.642,0.12,2
2023-07-27,trade,-18.95,False,False,2,1979.065,1.028,1.34,10.99,5.77,0.525,10.687,5.611,0.151,3
2023-07-28,trade,26.49,True,False,2,1951.985,0.883,1.147,7.11,5.23,0.736,8.051,5.923,0.133,4
2023-07-31,trade,-14.31,False,False,3,1956.625,0.811,1.041,4.619,3.329,0.721,5.692,4.102,0.171,0
2023-08-01,trade,27.09,True,False,2,1960.435,0.903,1.129,6.68,5.04,0.754,7.399,5.582,0.119,1
2023-08-02,trade,9.07,True,False,1,1948.115,0.907,1.113,5.69,2.959,0.52,6.274,3.263,0.161,2
2023-08-03,trade,44.36,True,False,3,1936.165,0.739,0.906,3.74,0.05,0.013,5.058,0.068,0.117,3
2023-08-04,trade,8.96,True,False,1,1935.025,0.896,1.074,3.33,0.293,0.088,3.717,0.327,0.147,4
2023-08-07,trade,6.87,True,False,1,1940.685,0.687,0.824,5.2,2.859,0.55,7.564,4.159,0.122,0
2023-08-08,trade,7.59,True,False,1,1934.815,0.759,0.91,6.87,1.07,0.156,9.048,1.409,0.13,1
2023-08-09,trade,7.96,True,False,1,1929.555,0.796,0.963,6.48,4.7,0.725,8.139,5.903,0.129,2
2023-08-10,trade,37.35,True,False,3,1916.925,0.622,0.763,3.907,0.79,0.202,6.277,1.269,0.118,3
2023-08-11,trade,5.19,True,False,1,1914.685,0.519,0.65,5.191,2.247,0.433,10.006,4.331,0.102,4
2023-08-14,trade,19.71,True,False,2,1911.915,0.657,0.831,4.341,1.599,0.368,6.608,2.434,0.142,0
2023-08-15,trade,8.08,True,False,1,1906.005,0.808,1.029,4.55,1.38,0.303,5.63,1.708,0.188,1
2023-08-16,trade,20.1,True,False,2,1903.705,0.67,0.858,4.57,2.44,0.534,6.822,3.643,0.129,2
2023-08-17,trade,7.57,True,False,1,1893.568,0.757,0.98,4.67,0.617,0.132,6.168,0.815,0.149,3
2023-08-18,trade,22.04,True,False,2,1893.085,0.734,0.954,5.96,3.377,0.567,8.114,4.598,0.141,4
2023-08-21,trade,30.0,True,False,2,1892.825,1.0,1.276,8.24,2.697,0.327,8.24,2.697,0.135,0
2023-08-22,trade,45.78,True,False,3,1894.355,0.763,0.974,3.61,0.503,0.139,4.732,0.659,0.152,1
2023-08-23,trade,6.7,True,False,1,1900.895,0.67,0.858,5.337,3.15,0.59,7.966,4.701,0.109,2
2023-08-24,trade,-0.77,False,False,3,1919.795,0.792,1.03,4.66,2.937,0.63,5.883,3.708,0.113,3
2023-08-25,trade,6.33,True,False,1,1914.678,0.633,0.837,3.21,2.067,0.644,5.072,3.266,0.1,4
2023-08-28,trade,16.39,True,False,2,1915.435,0.546,0.735,3.22,0.69,0.214,5.893,1.263,0.111,0
2023-08-29,trade,5.43,True,False,1,1923.778,0.543,0.749,3.337,3.173,0.951,6.147,5.845,0.088,1
2023-08-30,trade,5.99,True,False,1,1936.645,0.599,0.844,2.197,0.383,0.174,3.669,0.64,0.098,2
2023-08-31,trade,17.33,True,False,2,1945.905,0.578,0.823,4.0,1.46,0.365,6.925,2.528,0.088,3
2023-09-01,trade,5.13,True,False,1,1940.358,0.513,0.752,5.38,0.453,0.084,10.49,0.883,0.103,4
2023-09-04,trade,10.8,False,False,2,1945.635,0.631,0.929,6.66,6.257,0.939,10.548,9.909,0.112,0
2023-09-05,trade,6.67,True,False,1,1936.925,0.667,0.988,3.75,1.03,0.275,5.625,1.545,0.13,1
2023-09-06,trade,-4.35,False,False,1,1926.245,0.576,0.867,2.737,0.02,0.007,4.756,0.035,0.099,2
2023-09-07,trade,5.89,True,False,1,1919.675,0.589,0.889,3.547,2.2,0.62,6.026,3.738,0.101,3
2023-09-08,trade,-8.39,False,False,2,1925.885,0.681,1.015,7.59,6.34,0.835,11.154,9.317,0.12,4
2023-09-11,skip,-102.9,False,False,6,1922.518,0.683,1.018,7.471,4.453,0.596,10.932,6.516,0.115,0
2023-09-12,trade,6.58,True,False,1,1922.825,0.658,0.991,3.18,0.481,0.151,4.833,0.731,0.113,1
2023-09-13,trade,5.91,True,False,1,1908.935,0.591,0.896,5.007,4.393,0.877,8.469,7.43,0.11,2
2023-09-14,trade,7.33,True,False,1,1909.895,0.733,1.112,5.4,1.19,0.22,7.368,1.624,0.127,3
2023-09-15,trade,5.35,True,False,1,1915.438,0.535,0.824,6.19,5.23,0.845,11.57,9.776,0.12,4
2023-09-18,trade,18.86,True,False,2,1927.955,0.629,0.997,6.267,4.45,0.71,9.967,7.077,0.119,0
2023-09-19,skip,-24.92,False,False,4,1932.775,0.37,0.605,2.91,0.7,0.241,7.874,1.894,0.081,1
2023-09-20,trade,4.71,True,False,1,1930.615,0.471,0.785,3.29,1.06,0.322,6.979,2.248,0.103,2
2023-09-21,trade,8.67,False,False,3,1926.615,0.575,0.974,6.9,4.37,0.633,12.01,7.607,0.12,3
2023-09-22,trade,5.7,True,False,1,1923.835,0.57,0.971,5.48,3.88,0.708,9.621,6.812,0.103,4
2023-09-25,trade,4.04,True,False,1,1923.645,0.404,0.697,3.063,1.96,0.64,7.576,4.848,0.088,0
2023-09-26,trade,5.16,True,False,1,1913.485,0.517,0.893,3.5,2.95,0.843,6.776,5.712,0.081,1
2023-09-27,trade,5.03,True,False,1,1900.755,0.503,0.877,4.14,0.03,0.007,8.228,0.06,0.115,2
2023-09-28,trade,5.5,True,False,1,1874.695,0.55,0.961,4.35,2.123,0.488,7.912,3.862,0.11,3
2023-09-29,trade,35.23,True,False,3,1864.815,0.587,1.02,3.53,0.68,0.193,6.012,1.158,0.102,4
2023-10-02,trade,6.25,True,False,1,1843.935,0.625,1.086,6.05,2.34,0.387,9.679,3.744,0.119,0
2023-10-03,skip,-23.24,False,False,3,1817.335,1.218,2.019,12.773,10.643,0.833,10.49,8.741,0.198,1
2023-10-04,trade,8.83,True,False,1,1820.685,0.883,1.427,5.04,1.75,0.347,5.71,1.983,0.174,2
2023-10-05,trade,10.05,False,False,6,1826.005,0.508,0.827,6.7,3.82,0.57,13.193,7.522,0.105,3
2023-10-06,trade,5.01,True,False,1,1823.775,0.501,0.828,4.34,2.78,0.641,8.659,5.547,0.123,4
2023-10-09,trade,9.96,True,False,1,1850.405,0.996,1.604,6.617,0.727,0.11,6.643,0.73,0.187,0
2023-10-10,trade,7.01,True,False,1,1862.885,0.701,1.125,5.12,1.65,0.322,7.302,2.353,0.141,1
2023-10-11,trade,-15.6,False,False,3,1861.355,0.615,0.985,2.667,1.74,0.652,4.337,2.829,0.107,2
2023-10-12,trade,9.26,True,False,1,1876.705,0.926,1.46,4.32,2.23,0.516,4.668,2.41,0.139,3
2023-10-13,trade,4.84,True,False,1,1873.295,0.484,0.766,3.923,3.75,0.956,8.113,7.755,0.109,4
2023-10-16,trade,25.51,True,False,2,1920.285,0.85,1.323,7.83,3.999,0.511,9.209,4.704,0.147,0
2023-10-17,trade,27.69,True,False,2,1914.695,0.923,1.377,9.41,3.99,0.424,10.197,4.324,0.157,1
2023-10-18,trade,14.56,True,False,1,1937.145,1.456,2.023,18.967,12.417,0.655,13.031,8.531,0.347,2
2023-10-19,trade,8.97,True,False,1,1949.525,0.897,1.219,7.01,0.03,0.004,7.818,0.033,0.159,3
2023-10-20,trade,-2.92,False,False,2,1979.338,1.391,1.792,10.3,6.963,0.676,7.402,5.004,0.229,4
2023-10-23,trade,14.98,True,False,1,1972.535,1.498,1.801,13.81,3.6,0.261,9.221,2.404,0.249,0
2023-10-24,trade,12.24,True,False,1,1977.575,1.224,1.412,9.45,4.73,0.501,7.723,3.866,0.177,1
2023-10-25,trade,10.17,True,False,1,1972.595,1.017,1.14,6.7,2.25,0.336,6.587,2.212,0.164,2
2023-10-26,trade,9.43,True,False,1,1984.778,0.943,1.034,5.38,2.863,0.532,5.706,3.036,0.181,3
2023-10-27,trade,10.8,True,False,1,1986.495,1.08,1.153,5.95,1.297,0.218,5.508,1.201,0.161,4
2023-10-30,trade,8.18,True,False,1,2002.775,0.818,0.864,6.22,1.59,0.256,7.605,1.944,0.128,0
2023-10-31,trade,6.41,True,False,1,1994.355,0.641,0.698,3.29,0.58,0.176,5.135,0.905,0.131,1
2023-11-01,trade,56.06,True,False,3,1978.245,0.934,1.015,7.24,6.39,0.883,7.749,6.839,0.145,2
2023-11-02,trade,7.24,True,False,1,1983.675,0.724,0.778,4.773,0.02,0.004,6.593,0.028,0.125,3
2023-11-03,trade,-7.72,False,False,2,1987.275,0.763,0.808,4.62,2.52,0.545,6.057,3.304,0.111,4
2023-11-06,trade,8.93,True,False,1,1987.005,0.893,0.951,6.23,4.693,0.753,6.976,5.255,0.139,0
2023-11-07,trade,7.65,True,False,1,1972.715,0.765,0.812,5.46,4.483,0.821,7.139,5.861,0.122,1
2023-11-08,trade,1.05,False,False,1,1968.535,0.915,0.956,3.8,0.267,0.07,4.154,0.292,0.119,2
2023-11-09,trade,22.86,False,False,2,1949.925,1.082,1.122,5.66,0.967,0.171,5.23,0.894,0.147,3
2023-11-10,trade,25.24,True,False,2,1958.195,0.841,0.856,4.33,0.097,0.022,5.146,0.115,0.145,4
2023-11-13,trade,17.91,False,False,4,1937.485,0.887,0.901,7.903,0.68,0.086,8.908,0.767,0.146,0
2023-11-14,trade,8.33,True,False,1,1945.535,0.833,0.85,3.943,0.033,0.008,4.731,0.04,0.127,1
2023-11-15,skip,-24.06,False,False,4,1964.365,0.811,0.856,3.01,2.271,0.754,3.71,2.799,0.133,2
2023-11-16,trade,9.95,True,False,1,1960.675,0.995,1.045,4.94,1.567,0.317,4.962,1.574,0.162,3
2023-11-17,trade,23.85,True,False,2,1985.265,0.795,0.861,6.75,5.03,0.745,8.491,6.327,0.143,4
2023-11-20,trade,37.66,True,False,2,1982.735,1.255,1.378,11.82,5.037,0.426,9.416,4.013,0.188,0
2023-11-21,trade,12.12,False,False,2,1990.565,1.244,1.364,14.997,12.917,0.861,12.057,10.385,0.205,1
2023-11-22,trade,8.26,True,False,1,1996.584,0.826,0.915,4.437,2.014,0.454,5.374,2.439,0.154,2
2023-11-23,trade,7.7,True,False,1,1994.255,0.77,0.862,6.51,5.84,0.897,8.455,7.584,0.134,3
2023-11-24,trade,8.73,True,False,1,1992.125,0.873,0.989,3.517,0.427,0.121,4.028,0.489,0.134,4
2023-11-27,trade,71.55,True,False,3,2011.255,1.192,1.322,17.687,10.26,0.58,14.833,8.604,0.428,0
2023-11-28,trade,10.57,True,False,1,2015.175,1.057,1.145,5.09,1.98,0.389,4.815,1.873,0.183,1
2023-11-29,trade,49.96,False,False,3,2046.804,1.147,1.229,11.525,5.929,0.514,10.046,5.168,0.19,2
2023-11-30,trade,9.26,True,False,1,2045.875,0.926,0.981,4.24,0.79,0.186,4.581,0.853,0.139,3
2023-12-01,trade,60.36,True,False,4,2040.145,0.604,0.645,7.24,3.927,0.542,11.995,6.506,0.109,4
2023-12-04,trade,12.11,False,False,3,2088.025,1.812,1.846,73.531,15.5,0.211,40.583,8.555,0.359,0
2023-12-05,trade,63.98,True,False,3,2034.665,1.066,1.07,12.76,5.511,0.432,11.966,5.168,0.203,1
2023-12-06,trade,52.2,True,False,3,2021.155,0.87,0.875,5.447,2.58,0.474,6.26,2.965,0.155,2
2023-12-07,skip,-24.09,False,False,3,2028.875,0.989,0.999,4.78,3.33,0.697,4.835,3.368,0.166,3
2023-12-08,trade,21.07,True,False,2,2032.405,0.702,0.715,6.743,4.377,0.649,9.602,6.233,0.156,4
2023-12-11,trade,11.78,True,False,1,1998.004,1.177,1.181,11.231,4.79,0.426,9.538,4.068,0.172,0
2023-12-12,skip,-71.5,False,False,5,1982.205,0.79,0.794,7.811,0.25,0.032,9.887,0.316,0.128,1
