date,label,daily_pnl_usd,tp_hit,sl_hit,trades_count,anchor_price_10am,atr14_m5,atr_ratio_20d,morning_range_pts,morning_trend_pts,directional_intensity,range_to_atr_ratio,trend_to_atr_ratio,morning_vol_std,day_of_week
2023-12-13,trade,22.43,True,False,2,1979.335,0.748,0.754,4.861,0.319,0.066,6.501,0.427,0.112,2
2023-12-14,trade,12.53,True,False,1,2032.625,1.253,1.247,15.38,6.68,0.434,12.276,5.332,0.272,3
2023-12-15,trade,11.61,True,False,1,2035.965,1.161,1.135,7.39,0.39,0.053,6.365,0.336,0.156,4
2023-12-18,trade,31.61,True,False,2,2021.785,1.054,1.04,7.38,2.887,0.391,7.005,2.74,0.168,0
2023-12-19,trade,9.99,True,False,1,2024.465,0.999,0.998,6.2,2.363,0.381,6.209,2.366,0.141,1
2023-12-20,trade,8.47,True,False,1,2039.895,0.847,0.845,4.93,0.347,0.07,5.823,0.41,0.126,2
2023-12-21,trade,8.37,True,False,1,2036.798,0.837,0.833,5.89,5.1,0.866,7.033,6.09,0.135,3
2023-12-22,trade,10.97,True,False,1,2050.035,1.097,1.079,8.267,1.621,0.196,7.536,1.478,0.177,4
2023-12-26,trade,9.39,True,False,1,2064.685,0.939,0.936,12.13,11.66,0.961,12.917,12.417,0.135,1
2023-12-27,trade,7.59,True,False,1,2065.265,0.759,0.768,4.523,2.023,0.447,5.96,2.666,0.12,2
2023-12-28,trade,-1.18,False,False,1,2087.815,1.172,1.184,11.551,11.011,0.953,9.855,9.394,0.198,3
2023-12-29,trade,9.92,True,False,1,2068.525,0.992,0.998,5.61,2.827,0.504,5.658,2.851,0.134,4
